책A,책B,대분류A,대분류B,교차,엣지종류수,상호,순위강도합,IDF_A,IDF_B,보편도penalty,최종굵기,같은시리즈,ISBN_A,ISBN_B
"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사","다시, 역사의 쓸모 :합리적이고 품위 있는 선택을 위한 20가지 지혜",역사,역사,False,1,False,0.1,1.0,0.843,0.843,0.084,False,9791193128428,9791193401217
달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,지구 끝의 온실 :김초엽 장편소설,문학,문학,False,1,False,0.1,0.843,0.843,0.843,0.084,False,9791165341909,9791191824001
"(세상에서 가장 쉬운) 본질육아 :삶의 근본을 보여주는 부모, 삶을 스스로 개척하는 아이",아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,기술과학,기술과학,False,1,False,0.1,0.843,1.0,0.843,0.084,False,9788950941819,9791193506202
트렌드 코리아 2024 :청룡을 타고 비상하는 2024를 기원하며!,세이노의 가르침 :피보다 진하게 살아라,사회과학,사회과학,False,1,False,0.3,0.843,0.281,0.281,0.084,False,9788959897179,9791168473690
나는 읽고 쓰고 버린다 :손웅정의 말,강원국x김민식 말하기의 태도,예술,미상,False,1,False,0.1,0.843,1.0,0.843,0.084,False,9791191859836,9791193540039
인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,나의 돈 많은 고등학교 친구 :슈퍼리치와의 대화에서 찾아낸 부자의 길,예술,사회과학,True,1,False,0.1,0.843,1.0,0.843,0.084,False,9791130648385,9791165347161
네 인생 우습지 않다 :인생 일타강사 전한길의 50가지 행복론,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,사회과학,예술,True,1,False,0.1,0.843,0.843,0.843,0.084,False,9788950920043,9791130648385
흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,언어,예술,True,1,False,0.1,1.0,0.843,0.843,0.084,False,9791130637594,9791168411692
놓지 마 맞춤법,놓지 마 과학!,언어,자연과학,True,1,False,0.1,1.0,0.843,0.843,0.084,False,9788934942641,9791190305310
순례 주택 :유은실 소설,불편한 편의점 :김호연 장편소설,문학,문학,False,1,False,0.4,0.686,0.202,0.202,0.081,False,9788949123493,9791161571188
나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,1,False,0.2,0.403,1.0,0.403,0.081,False,9788901276533,9791193128428
불편한 편의점 :김호연 장편소설,나는 읽고 쓰고 버린다 :손웅정의 말,문학,예술,True,2,False,0.4,0.202,0.843,0.202,0.081,False,9791161571188,9791191859836
당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,불편한 편의점 :김호연 장편소설,기술과학,문학,True,1,False,0.4,0.843,0.202,0.202,0.081,False,9791140702589,9791161571188
나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,문학,사회과학,True,1,False,0.2,0.403,0.438,0.403,0.081,False,9788901276533,9791198517425
불편한 편의점 :김호연 장편소설,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문학,자연과학,True,1,False,0.4,0.202,0.529,0.202,0.081,False,9791161571188,9791189327156
불편한 편의점 :김호연 장편소설,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,문학,철학,True,1,False,0.4,0.202,0.751,0.202,0.081,False,9791161571188,9791192625553
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",불편한 편의점 :김호연 장편소설,역사,문학,True,1,False,0.4,1.0,0.202,0.202,0.081,False,9788934972464,9791161571188
혼모노 :성해나 소설집,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,1,False,0.2,0.387,1.0,0.387,0.077,False,9788936439743,9791193128428
긴긴밤,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,1,False,0.1,0.751,0.751,0.751,0.075,False,9788954677158,9791198752406
흔한남매 이상한 나라의 고전 읽기,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,문학,총류,True,1,False,0.1,0.751,1.0,0.751,0.075,False,9791168416314,9791169254069
내 아이를 위한 사교육은 없다 :사교육을 이기고 상위 1%로 도약하는 힘,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,사회과학,기술과학,True,1,False,0.1,1.0,0.751,0.751,0.075,False,9791193842010,9791198752406
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,축구 만화 도감 :재밌을 줄 알았는데 멋있어!,자연과학,예술,True,1,False,0.1,0.751,1.0,0.751,0.075,False,9791168415409,9791190007320
"경험의 멸종 :기술이 경험을 대체하는 시대, 인간은 계속 인간일 수 있을까",세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,사회과학,총류,True,1,False,0.1,0.751,1.0,0.751,0.075,False,9791167742063,9791192953151
니체의 자존감 수업 :니체에게서 배우는 나를 사랑하고 긍정하는 기술,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,철학,철학,False,1,False,0.1,1.0,0.751,0.751,0.075,False,9791139717891,9791192300245
고양이 해결사 깜냥,똥볶이 할멈 :K-히어로 판타지,문학,문학,False,1,False,0.1,0.751,1.0,0.751,0.075,False,9788936447694,9791190409148
당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,어차피 남들은 나에게 관심 없다 :쇼펜하우어의 인간관계 철학,철학,철학,False,1,False,0.1,0.751,0.751,0.751,0.075,False,9791192625553,9791198621405
단 한 번의 삶,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,문학,기술과학,True,1,False,0.3,0.246,0.843,0.246,0.074,False,9791191114768,9791198553317
세이노의 가르침 :피보다 진하게 살아라,단 한 번의 삶,사회과학,문학,True,1,False,0.3,0.281,0.246,0.246,0.074,False,9791168473690,9791191114768
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문","도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",역사,철학,True,1,False,0.3,1.0,0.238,0.238,0.071,False,9788934972464,9791167740984
작별하지 않는다 :한강 장편소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,1,False,0.3,0.322,0.238,0.238,0.071,False,9788954682152,9791167740984
퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,사회과학,기술과학,True,1,False,0.2,0.346,0.843,0.346,0.069,False,9791192389325,9791193080146
아버지의 해방일지 :정지아 장편소설,순례 주택 :유은실 소설,문학,문학,False,1,False,0.3,0.23,0.686,0.23,0.069,False,9788936438838,9788949123493
안녕이라 그랬어 :김애란 소설,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,문학,철학,True,1,False,0.2,0.346,0.686,0.346,0.069,False,9791141602376,9791190538510
아버지의 해방일지 :정지아 장편소설,절창 :구병모 장편소설,문학,문학,False,1,False,0.3,0.23,0.503,0.23,0.069,False,9788936438838,9791141602451
밝은 밤 :최은영 장편소설,눈부신 안부 :백수린 장편소설,문학,문학,False,1,False,0.1,0.686,1.0,0.686,0.069,False,9788954681179,9788954699372
아버지의 해방일지 :정지아 장편소설,마시지 않을 수 없는 밤이니까요 :정지아 에세이,문학,문학,False,1,False,0.3,0.23,1.0,0.23,0.069,False,9788936438838,9791193289020
안녕이라 그랬어 :김애란 소설,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,문학,문학,False,1,False,0.2,0.346,0.479,0.346,0.069,False,9791141602376,9791191891287
"위버멘쉬 :누구의 시선도 아닌, 내 의지대로 살겠다는 선언",당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,철학,철학,False,1,False,0.1,0.686,0.751,0.686,0.069,False,9791192372730,9791192625553
내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,종교,철학,True,1,False,0.1,1.0,0.686,0.686,0.069,False,9791130689890,9791190538510
더 마인드 =무의식이 이끄는 부의 해답 /The mind,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,1,False,0.2,1.0,0.346,0.346,0.069,False,9788901276571,9791192389325
행동하지 않으면 인생은 바뀌지 않는다 :위대한 변화를 이끌어내는 아주 작은 실행의 힘,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,사회과학,사회과학,False,1,False,0.1,0.843,0.686,0.686,0.069,False,9791139716146,9791158510619
클루지 :생각의 역사를 뒤집는 기막힌 발견,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,철학,사회과학,True,1,False,0.1,0.843,0.686,0.686,0.069,False,9788901090184,9791158510619
타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,당신은 결국 무엇이든 해내는 사람 :김상현 에세이,사회과학,문학,True,1,False,0.1,0.686,1.0,0.686,0.069,False,9791158510619,9791188469994
당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,안녕이라 그랬어 :김애란 소설,기술과학,문학,True,1,False,0.2,0.843,0.346,0.346,0.069,False,9791140702589,9791141602376
두 사람의 인터내셔널 :김기태 소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,1,False,0.2,0.843,0.334,0.334,0.067,False,9788954697941,9791130646381
소년이 온다 :한강 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,1,False,0.2,0.438,0.334,0.334,0.067,False,9788936434120,9791161571379
이처럼 사소한 것들 :클레어 키건 소설,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,문학,사회과학,True,1,False,0.2,0.334,1.0,0.334,0.067,False,9791130646381,9791170610359
웰씽킹 =부를 창조하는 생각의 뿌리 /Wealthinking,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,사회과학,철학,True,1,False,0.1,0.843,0.636,0.636,0.064,False,9791130677774,9791162540640
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,"위버멘쉬 :누구의 시선도 아닌, 내 의지대로 살겠다는 선언",철학,철학,False,1,False,0.1,0.636,0.686,0.636,0.064,False,9791162540640,9791192372730
내 여자의 열매 :한강 소설집,작별하지 않는다 :한강 장편소설,미상,문학,False,1,False,0.2,1.0,0.322,0.322,0.064,False,9788932034829,9788954682152
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,"그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",철학,사회과학,True,1,False,0.1,0.636,1.0,0.636,0.064,False,9791162540640,9791186805398
깨진 틈이 있어야 그 사이로 빛이 들어온다 :차라투스트라는 이렇게 말했다,나를 소모하지 않는 현명한 태도에 관하여,철학,철학,False,1,False,0.1,0.843,0.636,0.636,0.064,False,9791169850681,9791198682505
작별하지 않는다 :한강 장편소설,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,문학,예술,True,1,False,0.2,0.322,0.843,0.322,0.064,False,9788954682152,9791130648385
작별하지 않는다 :한강 장편소설,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,문학,기술과학,True,1,False,0.2,0.322,0.843,0.322,0.064,False,9788954682152,9791140702589
나는 읽고 쓰고 버린다 :손웅정의 말,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,예술,사회과학,True,1,False,0.1,0.843,0.636,0.636,0.064,False,9791191859836,9791198013026
흔한남매,슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,문학,자연과학,True,1,False,0.1,0.636,1.0,0.636,0.064,False,9791164139897,9791168415171
흔한남매,백앤아 :교양이 층층 쌓이는 점프 맵,문학,총류,True,1,False,0.1,0.636,1.0,0.636,0.064,False,9791164139897,9791192504230
작별하지 않는다 :한강 장편소설,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,문학,철학,True,1,False,0.2,0.322,0.686,0.322,0.064,False,9788954682152,9791190538510
작별하지 않는다 :한강 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,1,False,0.3,0.322,0.202,0.202,0.061,False,9788954682152,9791161571188
불편한 편의점 :김호연 장편소설,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,문학,사회과학,True,1,False,0.3,0.202,0.503,0.202,0.061,False,9791161571188,9791188331796
불편한 편의점 :김호연 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,1,False,0.3,0.202,1.0,0.202,0.061,False,9791161571188,9791192836188
안녕이라 그랬어 :김애란 소설,불편한 편의점 :김호연 장편소설,문학,문학,False,1,False,0.3,0.346,0.202,0.202,0.061,False,9791141602376,9791161571188
돈의 심리학 :당신은 왜 부자가 되지 못했는가,"돈, 뜨겁게 사랑하고 차갑게 다루어라",사회과학,미상,False,1,False,0.1,0.595,1.0,0.595,0.059,False,9791191056372,9791192519883
(EBS 다큐프라임) 자본주의,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,1,False,0.1,0.843,0.595,0.595,0.059,False,9788957365793,9791191056372
렛뎀 이론 :인생이 '나'로 충만해지는 내버려두기의 기술,돈의 심리학 :당신은 왜 부자가 되지 못했는가,철학,사회과학,True,1,False,0.1,0.751,0.595,0.595,0.059,False,9791162544327,9791191056372
밝은 밤 :최은영 장편소설,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",문학,문학,False,1,False,0.1,0.686,0.595,0.595,0.059,False,9788954681179,9791197377143
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,철학,철학,False,1,False,0.2,0.636,0.29,0.29,0.058,False,9791162540640,9791192300818
지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,총류,철학,True,1,False,0.2,1.0,0.29,0.29,0.058,False,9791190313186,9791192300818
돈의 심리학 :당신은 왜 부자가 되지 못했는가,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,사회과학,철학,True,1,False,0.2,0.595,0.29,0.29,0.058,False,9791191056372,9791192300818
혼모노 :성해나 소설집,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,1,False,0.2,0.387,0.29,0.29,0.058,False,9788936439743,9791192300818
부자의 언어 (양장 리커버 골드씨드 에디션) - 어떻게 살아야 부자가 되는지 묻는 아들에게,세이노의 가르침 :피보다 진하게 살아라,미상,사회과학,False,1,False,0.2,1.0,0.281,0.281,0.056,False,9791155815915,9791168473690
"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",천 개의 파랑 :천선란 장편소설,자연과학,문학,True,1,False,0.1,0.529,1.0,0.529,0.053,False,9791189327156,9791190090261
도파민네이션 :쾌락 과잉 시대에서 균형 찾기,모순 :양귀자 장편소설,철학,문학,True,1,False,0.1,1.0,0.529,0.529,0.053,False,9788965965046,9788998441012
